iter,total,corr,reproj,scale_reg,t_reg,scale,tx,ty,tz
159,0.16573587,0.14144240,23.46697617,0.45389688,0.37258890,1.96151805,-0.03833370,-0.20030935,0.57532215
160,0.15956584,0.13526493,23.46932030,0.45706609,0.37450811,1.96612895,-0.03842759,-0.20079754,0.57681173
161,0.15362196,0.12931432,23.47106171,0.46019813,0.37639531,1.97068083,-0.03851986,-0.20127584,0.57827294
162,0.14789888,0.12358512,23.47221756,0.46329260,0.37825054,1.97517300,-0.03861046,-0.20174435,0.57970595
163,0.14239043,0.11807121,23.47280312,0.46634910,0.38007379,1.97960556,-0.03869936,-0.20220320,0.58111101
164,0.13709152,0.11276737,23.47291183,0.46936718,0.38186502,1.98397768,-0.03878648,-0.20265257,0.58248824
165,0.13199632,0.10766780,23.47253036,0.47234651,0.38362429,1.98828948,-0.03887176,-0.20309262,0.58383787
166,0.12709954,0.10276718,23.47171593,0.47528669,0.38535163,1.99254036,-0.03895516,-0.20352346,0.58516008
167,0.12239537,0.09805968,23.47045708,0.47818744,0.38704708,1.99673033,-0.03903663,-0.20394515,0.58645511
168,0.11787871,0.09354014,23.46881104,0.48104846,0.38871065,2.00085902,-0.03911618,-0.20435776,0.58772314
169,0.11354407,0.08920316,23.46669197,0.48386943,0.39034241,2.00492620,-0.03919383,-0.20476130,0.58896440
170,0.10938611,0.08504330,23.46420479,0.48665017,0.39194244,2.00893188,-0.03926961,-0.20515582,0.59017915
171,0.10539942,0.08105521,23.46131516,0.48939043,0.39351082,2.01287603,-0.03934359,-0.20554137,0.59136760
172,0.10157912,0.07723392,23.45807266,0.49209005,0.39504763,2.01675820,-0.03941583,-0.20591801,0.59253001
173,0.09792006,0.07357427,23.45448494,0.49474877,0.39655310,2.02057838,-0.03948640,-0.20628588,0.59366661
174,0.09441686,0.07007091,23.45055389,0.49736658,0.39802718,2.02433681,-0.03955537,-0.20664509,0.59477758
175,0.09106466,0.06671891,23.44633293,0.49994326,0.39947018,2.02803349,-0.03962279,-0.20699577,0.59586322
176,0.08785845,0.06351327,23.44181252,0.50247878,0.40088233,2.03166842,-0.03968869,-0.20733809,0.59692383
177,0.08479357,0.06044929,23.43704033,0.50497299,0.40226370,2.03524160,-0.03975310,-0.20767215,0.59795958
178,0.08186520,0.05752214,23.43201637,0.50742590,0.40361449,2.03875303,-0.03981602,-0.20799804,0.59897077
179,0.07906864,0.05472714,23.42673302,0.50983751,0.40493494,2.04220295,-0.03987745,-0.20831583,0.59995770
180,0.07639924,0.05205958,23.42122078,0.51220787,0.40622523,2.04559159,-0.03993737,-0.20862561,0.60092062
181,0.07385284,0.04951531,23.41551018,0.51453692,0.40748554,2.04891872,-0.03999577,-0.20892745,0.60185981
182,0.07142439,0.04708934,23.40950775,0.51682472,0.40871620,2.05218530,-0.04005264,-0.20922144,0.60277557
183,0.06911018,0.04477781,23.40337753,0.51907134,0.40991732,2.05539083,-0.04010797,-0.20950764,0.60366815
184,0.06690565,0.04257627,23.39700890,0.52127695,0.41108924,2.05853605,-0.04016177,-0.20978622,0.60453784
185,0.06480666,0.04048052,23.39046478,0.52344155,0.41223216,2.06162119,-0.04021406,-0.21005727,0.60538495
186,0.06280936,0.03848673,23.38372231,0.52556551,0.41334641,2.06464624,-0.04026486,-0.21032093,0.60620975
187,0.06090955,0.03659062,23.37684250,0.52764875,0.41443226,2.06761217,-0.04031420,-0.21057732,0.60701251
188,0.05910365,0.03478866,23.36981010,0.52969164,0.41548994,2.07051873,-0.04036214,-0.21082653,0.60779357
189,0.05738789,0.03307703,23.36264038,0.53169423,0.41651988,2.07336640,-0.04040870,-0.21106869,0.60855323
190,0.05575828,0.03145177,23.35532570,0.53365690,0.41752234,2.07615614,-0.04045393,-0.21130390,0.60929179
191,0.05421159,0.02990960,23.34791183,0.53557980,0.41849762,2.07888794,-0.04049787,-0.21153226,0.61000955
192,0.05274408,0.02844681,23.34035492,0.53746325,0.41944605,2.08156276,-0.04054055,-0.21175389,0.61070681
193,0.05135283,0.02706047,23.33268166,0.53930753,0.42036790,2.08418012,-0.04058200,-0.21196888,0.61138386
194,0.05003415,0.02574685,23.32492256,0.54111290,0.42126358,2.08674169,-0.04062224,-0.21217732,0.61204100
195,0.04878511,0.02450307,23.31702423,0.54287970,0.42213327,2.08924723,-0.04066127,-0.21237929,0.61267853
196,0.04760276,0.02332612,23.30906105,0.54460835,0.42297748,2.09169722,-0.04069911,-0.21257490,0.61329681
197,0.04648380,0.02221270,23.30100060,0.54629910,0.42379647,2.09409285,-0.04073577,-0.21276426,0.61389613
198,0.04542557,0.02116015,23.29286766,0.54795229,0.42459068,2.09643435,-0.04077123,-0.21294752,0.61447680
199,0.04442522,0.02016562,23.28466034,0.54956841,0.42536038,2.09872246,-0.04080553,-0.21312480,0.61503911
200,0.04348011,0.01922646,23.27638817,0.55114782,0.42610601,2.10095763,-0.04083867,-0.21329622,0.61558342
201,0.04258751,0.01833999,23.26800728,0.55269092,0.42682788,2.10314083,-0.04087066,-0.21346189,0.61610997
202,0.04174512,0.01750382,23.25957680,0.55419815,0.42752638,2.10527229,-0.04090153,-0.21362190,0.61661911
203,0.04095034,0.01671537,23.25109673,0.55566996,0.42820188,2.10735321,-0.04093130,-0.21377635,0.61711115
204,0.04020109,0.01597256,23.24256897,0.55710673,0.42885479,2.10938358,-0.04096000,-0.21392533,0.61758643
205,0.03949485,0.01527288,23.23397636,0.55850899,0.42948538,2.11136484,-0.04098766,-0.21406892,0.61804521
206,0.03882964,0.01461433,23.22533035,0.55987716,0.43009412,2.11329722,-0.04101431,-0.21420725,0.61848783
207,0.03820333,0.01399479,23.21665573,0.56121176,0.43068138,2.11518168,-0.04103998,-0.21434039,0.61891460
208,0.03761401,0.01341230,23.20795250,0.56251323,0.43124750,2.11701870,-0.04106469,-0.21446848,0.61932582
209,0.03705971,0.01286494,23.19919395,0.56378210,0.43179291,2.11880922,-0.04108847,-0.21459165,0.61972177
210,0.03653855,0.01235084,23.19036865,0.56501883,0.43231797,2.12055397,-0.04111134,-0.21471003,0.62010276
211,0.03604886,0.01186828,23.18153381,0.56622398,0.43282306,2.12225366,-0.04113331,-0.21482368,0.62046909
212,0.03558898,0.01141560,23.17266846,0.56739795,0.43330851,2.12390900,-0.04115440,-0.21493268,0.62082106
213,0.03515729,0.01099116,23.16379929,0.56854135,0.43377477,2.12552071,-0.04117462,-0.21503714,0.62115896
214,0.03475213,0.01059337,23.15488052,0.56965470,0.43422216,2.12708998,-0.04119399,-0.21513715,0.62148309
215,0.03437217,0.01022085,23.14592171,0.57073849,0.43465111,2.12861705,-0.04121251,-0.21523282,0.62179375
216,0.03401604,0.00987222,23.13695908,0.57179332,0.43506193,2.13010263,-0.04123020,-0.21532421,0.62209123
217,0.03368226,0.00954600,23.12798691,0.57281965,0.43545511,2.13154817,-0.04124708,-0.21541145,0.62237585
218,0.03336963,0.00924103,23.11895370,0.57381809,0.43583089,2.13295388,-0.04126316,-0.21549463,0.62264782
219,0.03307695,0.00895604,23.10992813,0.57478905,0.43618977,2.13432074,-0.04127847,-0.21557383,0.62290752
220,0.03280303,0.00868990,23.10086250,0.57573318,0.43653208,2.13564944,-0.04129302,-0.21564919,0.62315518
221,0.03254679,0.00844146,23.09181786,0.57665092,0.43685809,2.13694096,-0.04130683,-0.21572076,0.62339103
222,0.03230720,0.00820975,23.08273697,0.57754284,0.43716821,2.13819575,-0.04131994,-0.21578865,0.62361538
223,0.03208324,0.00799371,23.07364464,0.57840949,0.43746290,2.13941479,-0.04133235,-0.21585296,0.62382853
224,0.03187394,0.00779240,23.06454468,0.57925141,0.43774244,2.14059901,-0.04134409,-0.21591377,0.62403071
225,0.03167845,0.00760495,23.05541611,0.58006918,0.43800709,2.14174891,-0.04135518,-0.21597114,0.62422216
226,0.03149597,0.00743052,23.04632378,0.58086324,0.43825731,2.14286518,-0.04136563,-0.21602516,0.62440318
227,0.03132556,0.00726825,23.03718185,0.58163422,0.43849343,2.14394903,-0.04137547,-0.21607591,0.62457401
228,0.03116654,0.00711744,23.02800369,0.58238250,0.43871579,2.14500070,-0.04138470,-0.21612346,0.62473494
229,0.03101815,0.00697730,23.01882172,0.58310878,0.43892467,2.14602137,-0.04139333,-0.21616790,0.62488616
230,0.03087980,0.00684721,23.00965881,0.58381349,0.43912050,2.14701152,-0.04140138,-0.21620931,0.62502795
231,0.03075073,0.00672646,23.00046539,0.58449709,0.43930355,2.14797211,-0.04140886,-0.21624778,0.62516057
232,0.03063046,0.00661454,22.99128723,0.58516014,0.43947417,2.14890337,-0.04141579,-0.21628341,0.62528425
233,0.03051833,0.00651079,22.98210716,0.58580321,0.43963271,2.14980650,-0.04142217,-0.21631627,0.62539923
234,0.03041377,0.00641469,22.97287941,0.58642673,0.43977946,2.15068221,-0.04142803,-0.21634646,0.62550569
235,0.03031637,0.00632574,22.96367836,0.58703119,0.43991464,2.15153098,-0.04143337,-0.21637402,0.62560385
236,0.03022557,0.00624347,22.95444489,0.58761710,0.44003868,2.15235353,-0.04143821,-0.21639903,0.62569404
237,0.03014100,0.00616743,22.94523430,0.58818489,0.44015181,2.15315056,-0.04144258,-0.21642153,0.62577635
