iter,total,corr,reproj,scale_reg,t_reg,scale,tx,ty,tz
184,0.02791469,0.00749772,20.22454262,0.17238393,0.02004210,1.51466072,0.00373357,0.01107582,0.14108679
185,0.02754349,0.00748742,19.86372375,0.17266192,0.01968537,1.51516759,0.00369928,0.01097536,0.13982570
186,0.02717771,0.00747708,19.50836182,0.17293917,0.01933417,1.51567292,0.00366509,0.01087568,0.13857293
187,0.02681749,0.00746670,19.15858841,0.17321566,0.01898842,1.51617670,0.00363104,0.01077678,0.13732845
188,0.02646261,0.00745630,18.81417274,0.17349134,0.01864806,1.51667881,0.00359722,0.01067859,0.13609222
189,0.02611314,0.00744593,18.47513199,0.17376621,0.01831301,1.51717901,0.00356369,0.01058102,0.13486421
190,0.02576898,0.00743553,18.14142418,0.17404020,0.01798321,1.51767755,0.00353049,0.01048400,0.13364440
191,0.02543003,0.00742516,17.81289864,0.17431328,0.01765857,1.51817417,0.00349761,0.01038751,0.13243274
192,0.02509630,0.00741481,17.48956490,0.17458543,0.01733903,1.51866889,0.00346501,0.01029158,0.13122921
193,0.02476768,0.00740450,17.17129898,0.17485660,0.01702453,1.51916158,0.00343264,0.01019628,0.13003376
194,0.02444409,0.00739423,16.85801888,0.17512679,0.01671499,1.51965225,0.00340044,0.01010168,0.12884636
195,0.02412564,0.00738401,16.54982185,0.17539594,0.01641036,1.52014077,0.00336837,0.01000779,0.12766698
196,0.02381201,0.00737385,16.24637794,0.17566398,0.01611056,1.52062726,0.00333643,0.00991461,0.12649557
197,0.02350336,0.00736378,15.94783401,0.17593095,0.01581553,1.52111137,0.00330465,0.00982208,0.12533209
198,0.02319967,0.00735378,15.65416336,0.17619675,0.01552519,1.52159321,0.00327308,0.00973015,0.12417651
199,0.02290062,0.00734385,15.36506653,0.17646140,0.01523950,1.52207291,0.00324176,0.00963879,0.12302879
200,0.02260643,0.00733405,15.08069515,0.17672485,0.01495838,1.52254999,0.00321071,0.00954799,0.12188890
201,0.02231678,0.00732434,14.80076599,0.17698707,0.01468176,1.52302468,0.00317995,0.00945777,0.12075679
202,0.02203180,0.00731473,14.52541065,0.17724803,0.01440960,1.52349699,0.00314944,0.00936815,0.11963243
203,0.02175151,0.00730523,14.25462341,0.17750770,0.01414182,1.52396679,0.00311914,0.00927917,0.11851579
204,0.02147559,0.00729588,13.98806572,0.17776605,0.01387838,1.52443385,0.00308902,0.00919086,0.11740683
205,0.02120419,0.00728663,13.72592258,0.17802306,0.01361920,1.52489841,0.00305906,0.00910320,0.11630552
206,0.02093724,0.00727751,13.46808624,0.17827870,0.01336423,1.52536035,0.00302925,0.00901616,0.11521181
207,0.02067459,0.00726855,13.21439552,0.17853299,0.01311341,1.52581942,0.00299962,0.00892971,0.11412568
208,0.02041628,0.00725971,12.96490955,0.17878585,0.01286668,1.52627587,0.00297018,0.00884381,0.11304709
209,0.02016221,0.00725101,12.71953106,0.17903729,0.01262399,1.52672958,0.00294098,0.00875847,0.11197602
210,0.01991226,0.00724245,12.47813892,0.17928728,0.01238528,1.52718055,0.00291201,0.00867371,0.11091243
211,0.01966649,0.00723405,12.24076176,0.17953581,0.01215050,1.52762866,0.00288329,0.00858954,0.10985630
212,0.01942484,0.00722578,12.00736332,0.17978284,0.01191959,1.52807403,0.00285479,0.00850598,0.10880759
213,0.01918717,0.00721768,11.77776909,0.18002841,0.01169250,1.52851641,0.00282650,0.00842305,0.10776626
214,0.01895357,0.00720974,11.55208969,0.18027243,0.01146918,1.52895582,0.00279840,0.00834072,0.10673230
215,0.01872388,0.00720195,11.33016300,0.18051496,0.01124958,1.52939236,0.00277046,0.00825899,0.10570568
216,0.01849798,0.00719430,11.11188698,0.18075594,0.01103363,1.52982605,0.00274269,0.00817784,0.10468636
217,0.01827603,0.00718682,10.89739227,0.18099537,0.01082130,1.53025675,0.00271510,0.00809722,0.10367434
218,0.01805780,0.00717950,10.68645191,0.18123326,0.01061254,1.53068447,0.00268771,0.00801716,0.10266957
219,0.01784331,0.00717233,10.47910404,0.18146957,0.01040729,1.53110921,0.00266053,0.00793767,0.10167203
220,0.01763248,0.00716531,10.27525425,0.18170431,0.01020550,1.53153098,0.00263357,0.00785875,0.10068170
221,0.01742528,0.00715845,10.07488441,0.18193749,0.01000713,1.53194976,0.00260683,0.00778044,0.09969855
222,0.01722165,0.00715174,9.87792492,0.18216906,0.00981213,1.53236556,0.00258029,0.00770272,0.09872256
223,0.01702155,0.00714519,9.68433857,0.18239906,0.00962046,1.53277838,0.00255395,0.00762557,0.09775371
224,0.01682495,0.00713878,9.49411106,0.18262747,0.00943206,1.53318822,0.00252779,0.00754898,0.09679198
225,0.01663175,0.00713253,9.30712223,0.18285429,0.00924690,1.53359497,0.00250180,0.00747294,0.09583733
226,0.01644201,0.00712642,9.12344742,0.18307953,0.00906492,1.53399885,0.00247599,0.00739744,0.09488976
227,0.01625558,0.00712046,8.94292450,0.18330316,0.00888608,1.53439963,0.00245037,0.00732251,0.09394924
228,0.01607241,0.00711464,8.76552868,0.18352519,0.00871034,1.53479743,0.00242494,0.00724815,0.09301574
229,0.01589250,0.00710897,8.59124184,0.18374562,0.00853766,1.53519225,0.00239971,0.00717436,0.09208924
230,0.01571580,0.00710344,8.42002296,0.18396445,0.00836799,1.53558409,0.00237469,0.00710114,0.09116973
231,0.01554224,0.00709806,8.25180435,0.18418168,0.00820128,1.53597283,0.00234988,0.00702847,0.09025718
232,0.01537180,0.00709281,8.08656025,0.18439734,0.00803750,1.53635871,0.00232525,0.00695635,0.08935156
233,0.01520439,0.00708769,7.92420578,0.18461140,0.00787660,1.53674150,0.00230081,0.00688479,0.08845286
234,0.01504002,0.00708270,7.76477528,0.18482387,0.00771855,1.53712153,0.00227655,0.00681374,0.08756106
235,0.01487864,0.00707785,7.60818863,0.18503474,0.00756330,1.53749835,0.00225246,0.00674324,0.08667614
236,0.01472017,0.00707313,7.45438576,0.18524404,0.00741081,1.53787231,0.00222855,0.00667329,0.08579808
237,0.01456456,0.00706853,7.30331278,0.18545178,0.00726104,1.53824341,0.00220483,0.00660390,0.08492684
238,0.01441186,0.00706406,7.15503311,0.18565792,0.00711396,1.53861153,0.00218129,0.00653507,0.08406242
239,0.01426189,0.00705970,7.00936222,0.18586248,0.00696951,1.53897679,0.00215795,0.00646679,0.08320479
240,0.01411474,0.00705547,6.86636925,0.18606550,0.00682767,1.53933895,0.00213480,0.00639904,0.08235393
241,0.01397022,0.00705135,6.72591019,0.18626696,0.00668840,1.53969848,0.00211184,0.00633182,0.08150981
242,0.01382842,0.00704735,6.58805227,0.18646687,0.00655166,1.54005492,0.00208907,0.00626512,0.08067242
243,0.01368929,0.00704345,6.45275736,0.18666524,0.00641740,1.54040861,0.00206647,0.00619893,0.07984173
244,0.01355271,0.00703967,6.31989717,0.18686207,0.00628560,1.54075944,0.00204405,0.00613328,0.07901772
245,0.01341871,0.00703599,6.18950367,0.18705733,0.00615621,1.54110742,0.00202181,0.00606818,0.07820037
